subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Voters,3/2/2018,9/2/2017,9/6/2017,Ipsos,A-,1401,rv,.12041,0,39.5,37.5,44.11713,41.37743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50184,79217,9/7/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/3/2017,9/7/2017,Ipsos,A-,1378,rv,.1189473,0,40.1,37,44.71712,40.87743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50183,79216,9/8/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/4/2017,9/8/2017,Ipsos,A-,1436,rv,.1243384,0,39.9,36.7,44.51713,40.57743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50197,79215,9/9/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/5/2017,9/9/2017,Ipsos,A-,1419,rv,.1230711,0,39.7,36.6,44.31713,40.47742,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50196,79214,9/10/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/6/2017,9/10/2017,Ipsos,A-,1407,rv,.1220322,0,40.7,35,45.31713,38.87743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50195,79213,9/11/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/7/2017,9/11/2017,Morning Consult,"",1976,rv,.3611723,0,40,37,44.40178,37.60244,"","",http://www.politico.com/f/?id=0000015e-784f-dad5-a77f-7cef00960000,50198,78884,9/12/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/7/2017,9/11/2017,Ipsos,A-,1416,rv,.1226946,0,42.3,33.4,46.91713,37.27743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50194,79212,9/12/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/8/2017,9/12/2017,Ipsos,A-,1417,rv,.1225742,0,43,32.6,47.61713,36.47742,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50210,79211,9/13/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/10/2017,9/12/2017,YouGov,B,1309,rv,.5366513,0,40,31,45.39206,34.22845,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/iaun8oq0e2/econTabReport.pdf,50200,78889,9/13/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/9/2017,9/13/2017,Ipsos,A-,1416,rv,.1222223,0,43.9,32.5,48.51713,36.37743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50209,79210,9/14/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/10/2017,9/14/2017,Ipsos,A-,1401,rv,.1206335,0,44.3,32.1,48.91713,35.97742,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50208,79209,9/15/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/11/2017,9/15/2017,Ipsos,A-,1329,rv,.114145,0,44.8,32.7,49.41713,36.57743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50224,79208,9/16/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/12/2017,9/16/2017,Ipsos,A-,1303,rv,.111616,0,43.1,33.2,47.71712,37.07743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50223,79207,9/17/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/13/2017,9/17/2017,Ipsos,A-,1274,rv,.1088447,0,43.2,33.2,47.81713,37.07743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50222,79206,9/18/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/14/2017,9/18/2017,Ipsos,A-,1277,rv,.1088263,0,42.9,31.5,47.51713,35.37743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50221,79205,9/19/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/14/2017,9/17/2017,Morning Consult,"",1994,rv,.365022,0,43,37,47.40178,37.60244,"","",http://www.politico.com/f/?id=0000015e-9b58-d079-a3fe-dbdcaea70001,50227,78928,9/18/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/15/2017,9/19/2017,Ipsos,A-,1299,rv,.110409,0,41.7,33.5,46.31713,37.37743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50239,79204,9/20/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/16/2017,9/20/2017,Ipsos,A-,1367,rv,.1158696,0,41.8,33.7,46.41713,37.57743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50238,79203,9/21/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/17/2017,9/19/2017,YouGov,B,1278,rv,.525439,0,39,33,44.39206,36.22845,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/pg2ybma1jb/econTabReport.pdf,50226,78927,9/20/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/17/2017,9/21/2017,Ipsos,A-,1375,rv,.1162295,0,43,33.5,47.61713,37.37743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50237,79202,9/22/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/17/2017,9/20/2017,CNN/SSRS,"",939,rv,1.227652,0,49,43,46.08589,41.68859,"","",http://i2.cdn.turner.com/cnn/2017/images/09/24/poll.-.parties.and.2018.pdf.pdf,50233,78952,9/21/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/18/2017,9/22/2017,Ipsos,A-,1401,rv,.1180883,0,44.2,32,48.81713,35.87743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50255,79201,9/23/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/19/2017,9/23/2017,Ipsos,A-,1405,rv,.1180563,0,43.6,32.3,48.21712,36.17743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50254,79200,9/24/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/20/2017,9/24/2017,Ipsos,A-,1375,rv,.1151764,0,42.5,33.8,47.11713,37.67743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50253,79199,9/25/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/21/2017,9/25/2017,Ipsos,A-,1386,rv,.1157379,0,40.7,35.7,45.31713,39.57743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50252,79198,9/26/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/22/2017,9/24/2017,Morning Consult,"",1987,rv,.3640642,0,42,38,46.40178,38.60244,"","",http://www.politico.com/f/?id=0000015e-c003-d73c-a1fe-f8176aed0000,50261,78979,9/25/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/21/2017,9/26/2017,Quinnipiac University,A-,1412,rv,1.549806,0,47,38,44.48565,38.00731,"","",https://poll.qu.edu/images/polling/us/us09272017_Uphy49k.pdf/,50259,78976,9/27/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/22/2017,9/25/2017,Public Policy Polling,B+,865,rv,1.188999,0,48,37,46.69369,36.59914,"","",http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_92817.pdf,50264,78983,9/26/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/22/2017,9/26/2017,Ipsos,A-,2831,rv,.2356705,0,40.8,34.7,45.41713,38.57743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50268,79197,9/27/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/23/2017,9/27/2017,Ipsos,A-,2835,rv,.2356755,0,39.8,35.3,44.41713,39.17743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50267,79196,9/28/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/24/2017,9/26/2017,YouGov,B,1245,rv,.5133381,0,40,34,45.39206,37.22845,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/qok43jc8xn/econTabReport.pdf,50257,78973,9/27/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/24/2017,9/28/2017,Ipsos,A-,2840,rv,.2361501,0,39.9,35.7,44.51713,39.57743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50266,79195,9/29/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/25/2017,9/29/2017,Ipsos,A-,2927,rv,.2438363,0,40.6,34.8,45.21712,38.67743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50280,79194,9/30/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/26/2017,9/30/2017,Ipsos,A-,2912,rv,.2434176,0,41.3,33.8,45.91713,37.67743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50279,79193,10/1/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/27/2017,10/1/2017,Ipsos,A-,1426,rv,.1197896,0,41.1,34.5,45.71712,38.37743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50278,79192,10/2/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/29/2017,10/1/2017,Morning Consult,"",1992,rv,.3637111,0,41,39,45.40178,39.60244,"","",https://morningconsult.com/wp-content/uploads/2017/04/170923_topline_Politico_v1_AP-2.pdf,50283,79013,10/2/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/28/2017,10/2/2017,Ipsos,A-,1413,rv,.1192457,0,41.7,34,46.31713,37.87743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50277,79191,10/3/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/29/2017,10/3/2017,Ipsos,A-,1375,rv,.1165438,0,42.3,34.1,46.91713,37.97742,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50296,79190,10/4/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/30/2017,10/4/2017,Ipsos,A-,1300,rv,.110633,0,41.9,34.3,46.51713,38.17743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50295,79189,10/5/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/1/2017,10/3/2017,YouGov,B,1293,rv,.5321229,0,39,32,44.39206,35.22845,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/x7ybkikwvr/econTabReport.pdf,50282,79011,10/4/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/1/2017,10/5/2017,Ipsos,A-,1262,rv,.107805,0,42.5,33.3,47.11713,37.17743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50294,79188,10/6/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,9/30/2017,10/6/2017,Greenberg Quinlan Rosner (Democracy Corps),B-,667,lv,.6948636,0,49,44,48.13742,42.69687,"","",http://www.democracycorps.com/attachments/article/1076/Dcor_National_Political%20Findings_10.23.2017_for%20release.pdf,50364,79130,10/7/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/2/2017,10/6/2017,Ipsos,A-,1291,rv,.1106741,0,42.2,32.8,46.81713,36.67743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50327,79187,10/7/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/3/2017,10/7/2017,Ipsos,A-,1250,rv,.107529,0,40.7,33.3,45.31713,37.17743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50343,79186,10/8/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/4/2017,10/8/2017,Ipsos,A-,1266,rv,.1092682,0,40.5,32.9,45.11713,36.77743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50342,79185,10/9/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/5/2017,10/9/2017,Ipsos,A-,1263,rv,.1093589,0,39.8,33,44.41713,36.87743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50341,79184,10/10/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/5/2017,10/9/2017,Morning Consult,"",1996,rv,.3637469,0,43,37,47.40178,37.60244,"","",https://morningconsult.com/wp-content/uploads/2017/10/171004_crosstabs_Politico_v1_AP.pdf,50316,79056,10/10/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/6/2017,10/10/2017,Ipsos,A-,1318,rv,.1144717,0,39.4,33.7,44.01713,37.57743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50326,79183,10/11/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/5/2017,10/10/2017,Quinnipiac University,A-,1482,rv,1.623618,0,49,41,46.48565,41.00731,"","",https://poll.qu.edu/images/polling/us/us10112017_Uhj87ke.pdf/,50317,79058,10/11/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/7/2017,10/11/2017,Ipsos,A-,1320,rv,.1149876,0,39.1,33.4,43.71712,37.27743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50325,79182,10/12/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/7/2017,10/10/2017,YouGov,B,1272,rv,.521677,0,40,33,45.39206,36.22845,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zev5z2887d/econTabReport.pdf,50315,79053,10/11/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/7/2017,10/12/2017,Greenberg Quinlan Rosner (Democracy Corps),B-,1000,rv,1.014977,0,47,42,46.13742,40.69687,"","",http://www.democracycorps.com/attachments/article/1079/Dcor_WV_RAE%20Panel_Wave%203_Deck_1.24.18_for%20release.pdf,50842,80334,10/13/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/8/2017,10/12/2017,Ipsos,A-,1342,rv,.1172463,0,40.8,32.6,45.41713,36.47742,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50324,79181,10/13/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/9/2017,10/13/2017,Ipsos,A-,1343,rv,.1176539,0,39.9,33.2,44.51713,37.07743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50340,79180,10/14/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/10/2017,10/14/2017,McLaughlin & Associates,C-,1000,lv,.7631716,0,41,44,42.92859,41.48812,"","",http://mclaughlinonline.com/pols/wp-content/uploads/2017/10/National-Omnibus-10-13-17-Presentation-MA-Questions-Only.pdf,50393,79487,10/15/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/10/2017,10/14/2017,Ipsos,A-,1321,rv,.1160246,0,40.5,34.1,45.11713,37.97742,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50339,79179,10/15/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/11/2017,10/15/2017,Ipsos,A-,1321,rv,.1163035,0,40.9,33.6,45.51713,37.47742,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50338,79178,10/16/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/12/2017,10/16/2017,Ipsos,A-,1379,rv,.1216857,0,41.7,34,46.31713,37.87743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50337,79177,10/17/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/12/2017,10/16/2017,Morning Consult,"",1991,rv,.3616597,0,42,37,46.40178,37.60244,"","",https://morningconsult.com/wp-content/uploads/2017/10/171006_topline_Politico_v1_AP-1-1.pdf,50346,79103,10/17/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/12/2017,10/15/2017,CNN/SSRS,"",894,rv,1.119308,0,54,38,51.08589,36.68859,"","","http://i2.cdn.turner.com/cnn/2017/images/10/17/rel10b.-.trump,.guns.pdf",50336,79085,10/16/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/13/2017,10/17/2017,Ipsos,A-,1415,rv,.1251324,0,41.5,34.4,46.11713,38.27743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50359,79176,10/18/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/15/2017,10/16/2017,YouGov,B,1320,rv,.539034,0,41,33,46.39206,36.22845,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ofv9fh8zdh/econTabReport.pdf,50347,79109,10/17/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/14/2017,10/18/2017,Ipsos,A-,1436,rv,.1271705,0,41.6,33.9,46.21712,37.77743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50358,79175,10/19/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/15/2017,10/19/2017,Ipsos,A-,1439,rv,.1275236,0,42.1,32.7,46.71712,36.57743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50357,79174,10/20/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/16/2017,10/20/2017,Ipsos,A-,1641,rv,.1454154,0,40.3,33,44.91713,36.87743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50373,79173,10/21/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/17/2017,10/21/2017,Ipsos,A-,1741,rv,.1541862,0,39.5,33.3,44.11713,37.17743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50372,79172,10/22/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/18/2017,10/22/2017,Ipsos,A-,1901,rv,.1682009,0,39.9,33,44.51713,36.87743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50371,79171,10/23/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/19/2017,10/23/2017,Ipsos,A-,1867,rv,.1651573,0,40.8,32.3,45.41713,36.17743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50370,79170,10/24/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/19/2017,10/23/2017,Morning Consult,"",1988,rv,.357053,0,42,36,46.40178,36.60244,"","",https://morningconsult.com/wp-content/uploads/2017/10/171011_crosstabs_POLITICO_v1_AP-2.pdf,50375,79149,10/24/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/20/2017,10/24/2017,Ipsos,A-,1904,rv,.1685102,0,40.4,32.1,45.01713,35.97742,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50387,79169,10/25/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/22/2017,10/24/2017,YouGov,B,1310,rv,.5338721,0,40,33,45.39206,36.22845,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/39agyx9fl6/econTabReport.pdf,50376,79148,10/25/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/21/2017,10/25/2017,Ipsos,A-,1690,rv,.1497559,0,41.3,31.8,45.91713,35.67743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50386,79168,10/26/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/22/2017,10/24/2017,Fox News,A,1005,rv,1.743294,0,50,35,49.90561,35.09373,"","",https://andersonrobbins.com/wp-content/uploads/2017/10/102517_complete_topline_trumpjob_healthcare_taxes.pdf,50378,79152,10/25/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/18/2017,10/30/2017,Public Religion Research Institute,"",1699,rv,1.988199,0,44,37,45.21329,37.39905,"","",https://www.prri.org/research/american-values-survey-2017/,50632,79910,10/31/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/22/2017,10/26/2017,Ipsos,A-,1531,rv,.1359042,0,42,31.2,46.61713,35.07743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50385,79167,10/27/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/23/2017,10/27/2017,Ipsos,A-,1467,rv,.1304919,0,41,32.8,45.61713,36.67743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50401,79504,10/28/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/23/2017,10/26/2017,NBC News/Wall Street Journal,A-,753,rv,1.351937,0,48,41,47.19416,39.46187,"","",https://www.nbcnews.com/politics/donald-trump/trump-s-approval-rating-drops-lowest-level-yet-new-nbc-n815321,50391,79484,10/27/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/24/2017,10/28/2017,Ipsos,A-,1467,rv,.1307897,0,38.9,34,43.51713,37.87743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50400,79503,10/29/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/25/2017,10/29/2017,Ipsos,A-,1469,rv,.1313024,0,40.3,33.3,44.91713,37.17743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50399,79502,10/30/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/27/2017,10/29/2017,Public Policy Polling,B+,572,rv,.8901876,0,50,40,48.69369,39.59914,"","",https://www.publicpolicypolling.com/wp-content/uploads/2017/10/PPP_Release_National_103117.pdf,50396,79491,10/30/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/26/2017,10/30/2017,Ipsos,A-,1487,rv,.133286,0,41.8,33,46.41713,36.87743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50398,79501,10/31/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/26/2017,10/30/2017,Morning Consult,"",1990,rv,.3570011,0,43,38,47.40178,38.60244,"","",https://morningconsult.com/wp-content/uploads/2017/10/171016_crosstabs_Politico_v1_AP.pdf,50405,79512,10/31/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/27/2017,10/31/2017,Ipsos,A-,1525,rv,.13712,0,43.3,33.9,47.91713,37.77743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50415,79541,11/1/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/28/2017,11/1/2017,Ipsos,A-,1354,rv,.1221627,0,44.6,33.3,49.21712,37.17743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50414,79539,11/2/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/29/2017,10/31/2017,YouGov,B,1278,rv,.5206072,0,39,36,44.39206,39.22845,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4eegg8ofj2/econTabReport.pdf,50404,79513,11/1/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/29/2017,11/2/2017,Ipsos,A-,1614,rv,.1461442,0,47.3,32,51.91713,35.87743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50413,79537,11/3/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/29/2017,11/1/2017,ABC News/Washington Post,A+,492,lv,1.02521,0,48,46,45.94916,45.01275,"","",http://www.langerresearch.com/wp-content/uploads/1194a32018Midterms.pdf,50419,80329,11/2/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/30/2017,11/3/2017,Ipsos,A-,1561,rv,.1419136,0,46,32.9,50.61713,36.77743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50429,79560,11/4/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,10/31/2017,11/4/2017,Ipsos,A-,1508,rv,.1376857,0,45,32.5,49.61713,36.37743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50428,79559,11/5/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/1/2017,11/5/2017,Ipsos,A-,1452,rv,.13317,0,42.8,32.3,47.41713,36.17743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50427,79558,11/6/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/2/2017,11/5/2017,CNN/SSRS,"",910,rv,1.180543,0,51,40,48.08589,38.68859,"","",http://cdn.cnn.com/cnn/2017/images/11/07/rel11b_-_2018_and_taxes.pdf,50422,79571,11/6/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/2/2017,11/6/2017,Morning Consult,"",1990,rv,.3478662,0,38,39,42.40178,39.60244,"","",https://morningconsult.com/wp-content/uploads/2017/11/171102_crosstabs_POLITICO_v1_AP.pdf,50438,79585,11/7/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/2/2017,11/6/2017,Ipsos,A-,1514,rv,.1394921,0,42.5,33.5,47.11713,37.37743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50426,79557,11/7/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/3/2017,11/7/2017,Ipsos,A-,1272,rv,.1177174,0,42.4,33.9,47.01713,37.77743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50436,79582,11/8/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/5/2017,11/7/2017,YouGov,B,1329,rv,.5401943,0,40,33,45.39206,36.22845,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/k4rl5ynp42/econTabReport.pdf,50432,79569,11/8/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/4/2017,11/8/2017,Ipsos,A-,1297,rv,.1205049,0,42.4,34.7,47.01713,38.57743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50435,79581,11/9/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/5/2017,11/9/2017,Ipsos,A-,1317,rv,.1227921,0,42.3,34.5,46.91713,38.37743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50452,79610,11/10/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/6/2017,11/9/2017,Marist College,A,850,rv,1.393382,0,51,36,50.84012,36.23486,"","",http://maristpoll.marist.edu/wp-content/misc/usapolls/us171106_HBO/Marist%20Poll_Nature%20of%20the%20Sample%20and%20Tables_November%202017.pdf#page=3,50455,79620,11/10/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/6/2017,11/10/2017,Ipsos,A-,1313,rv,.122798,0,44.3,33.4,48.91713,37.27743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50451,79609,11/11/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/7/2017,11/11/2017,Ipsos,A-,1264,rv,.1185192,0,44.6,32.3,49.21712,36.17743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50450,79608,11/12/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/9/2017,11/11/2017,Morning Consult,"",1993,rv,.3453568,0,44,36,48.40178,36.60244,"","",https://morningconsult.com/wp-content/uploads/2017/11/171104_crosstabs_POLITICO_v1_DK-1-1-1.pdf,50447,79624,11/12/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/8/2017,11/12/2017,Ipsos,A-,1224,rv,.1150187,0,43.3,33.2,47.91713,37.07743,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50449,79607,11/13/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/7/2017,11/13/2017,Quinnipiac University,A-,1577,rv,1.694006,0,51,38,48.48565,38.00731,"","",https://poll.qu.edu/images/polling/us/us11142017_uqr553.pdf/,50454,79617,11/14/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,11/9/2017,11/12/2017,Rasmussen Reports/Pulse Opinion Research,C+,1000,lv,1.051108,0,49,41,49.04017,40.92499,"","",http://www.rasmussenreports.com/public_content/politics/general_politics/november_2017/voters_tilt_toward_democrat_control_of_house_senate,50492,79682,11/13/2017,18:00:15  2 Mar 2018
